,figi,figi_ticker,publication_date,summary,ticker,title,url
84,BBG000C0GFS4,INTC:UW,2017-08-16 22:21:00 +0000,"Raymond James analyst Simon Leopold this afternoon issued a note to clients in which he reiterates a Strong Buy rating on shares of Applied Optoelectronics (AAOI), whose stock was crushed earlier this month when it missed with its outlook for this quarter, raising questions about whether it is losing its grip on the market for data center transceivers.",INTC,"Applied Opto: Take Time to Understand the Story, Says Raymond James",http://finance.yahoo.com/r/0d3f9533-7132-33f0-b44f-c4a7e3479014/applied-opto-take-time-to-understand-the-story-says-raymond-james-1502922098?mod=yahoobarrons&ru=yahoo&yptr=yahoo&.tsrc=rss
85,BBG000C0GFS4,INTC:UW,2017-08-16 21:38:37 +0000,Activists have been working behind the scenes since January.,INTC,Trump Council CEOs Had Been Pressured to Step Down For Months,https://finance.yahoo.com/news/trump-council-ceos-had-pressured-213837815.html?.tsrc=rss
86,BBG000C0GFS4,INTC:UW,2017-08-16 21:35:26 +0000,InvestorPlace Stock Market News Stock Advice amp Trading Tips At first glance Qualcomm Inc NASDAQ QCOM is a terrible underperformer Down nearly 20 year to date QCOM stock is making the benchmark SPDR S amp P 500 ETF Trust NYSEARCA SPY look compelling,INTC,"The Crazy Bullish Argument for Qualcomm, Inc. (QCOM) Stock",http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/jJQLCGmMXW0/the-crazy-bullish-argument-for-qualcomm-inc-qcom-stock-cm833042
87,BBG000C0GFS4,INTC:UW,2017-08-16 21:04:20 +0000,The NASDAQ 100 After Hours Indicator is down 4 45 to 5 912 97 The total After hours volume is currently 40 842 576 shares traded The following are the most active stocks for the after hours session Sabra Healthcare REIT Inc SBRA is unchanged at 21 72 with 8 556,INTC,"After Hours Most Active for Aug 16, 2017 :  SBRA, V, BAC, CCP, CSCO, QQQ, AZN, INTC, WLL, CUDA, MU, NTAP",http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/LCcsVWGlHF4/after-hours-most-active-for-aug-16-2017-sbra-v-bac-ccp-csco-qqq-azn-intc-wll-cuda-mu-ntap-cm833032
88,BBG000C0GFS4,INTC:UW,2017-08-16 21:00:00 +0000,"KGI Securities analyst Ming-Chi Kuo thinks Qualcomm, not Intel, will get this spot.",INTC,Intel Corporation Might Not Be in the Apple Watch Series 3 After All,http://finance.yahoo.com/r/334b9ee9-fe75-3e31-a475-8bb32d26027e/intel-corporation-might-not-be-in-the-apple-watch.aspx?yptr=yahoo&.tsrc=rss
89,BBG000C0GFS4,INTC:UW,2017-08-16 20:36:01 +0000,InvestorPlace Stock Market News Stock Advice amp Trading Tips President Donald Trump s power to polarize continued after the weekend s tragic events in Charlottesville Va and his subsequent remarks caused the president to become further isolated from some members of the,INTC,"A Complete List of CEOs Who Have Left Trump’s Manufacturing Council, So Far",http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/0_m-Z0gEfPg/a-complete-list-of-ceos-who-have-left-trumps-manufacturing-council-so-far-cm833027
90,BBG000C0GFS4,INTC:UW,2017-08-16 20:35:41 +0000,InvestorPlace Stock Market News Stock Advice amp Trading Tips Nvidia Corporation NASDAQ NVDA stockholders are understandably shaking their heads watching NVDA stock fall as much as 7 Friday even though the semiconductor giant not only delivered a top and bottom line beat,INTC,Why Nvidia Corporation (NVDA) Stock Is Heading to $200,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/HnMxoKqLT3Q/why-nvidia-corporation-nvda-stock-is-heading-to-200-cm833024
91,BBG000C0GFS4,INTC:UW,2017-08-16 19:59:26 +0000,The J.P. Morgan CEO strongly condemned the president in a letter to employees.,INTC,JPMorgan CEO Jamie Dimon Issues Sharp Rebuke of Trump,https://finance.yahoo.com/news/jpmorgan-ceo-jamie-dimon-issues-195926947.html?.tsrc=rss
92,BBG000C0GFS4,INTC:UW,2017-08-16 18:13:00 +0000,Intel will announce its 8th-Gen Coffee Lake processors on 21st August. Here are the details and latest rumors.,INTC,Intel 8th-Gen Coffee Lake Processors Launching 21st August: Ice Lake Details Also Leak,http://finance.yahoo.com/r/9f34d311-bbd3-3778-8279-6ac02fcd385a/intel-8th-gen-coffee-lake-processors-launching-21st-august-ice-lake-details-also-leak?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss
93,BBG000C0GFS4,INTC:UW,2017-08-16 17:16:05 +0000,"On Wednesday, Fiat Chrysler (FCAU) said that it is banding together with German car manufacturer BMW (BAMXF) and tech giant Intel Corp. (INTC) in a self-driving car alliance. Intel, of course, notably acquired Mobileye earlier this year, which is an Israeli car-camera software provider.",INTC,Fiat Chrysler Joins BMW & Intel in Mega Self-Driving Car Coalition,https://finance.yahoo.com/news/fiat-chrysler-joins-bmw-intel-171605330.html?.tsrc=rss
94,BBG000C0GFS4,INTC:UW,2017-08-16 17:06:50 +0000,"Summers, a former Clinton Treasury secretary and ex-Obama economic aide, says he's surprised no officials of Trump's administration have resigned.",INTC,Larry Summers: CEOs who stay on Trump councils are on the wrong side of history,http://finance.yahoo.com/r/513afb60-d846-33ef-bf28-c73dc9045eac/104656300?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&par=yahoo&doc=104656300&yptr=yahoo&.tsrc=rss
95,BBG000C0GFS4,INTC:UW,2017-08-16 17:06:50 +0000,"Summers, a former Clinton Treasury secretary and ex-Obama economic aide, says he&apos;s surprised no officials of Trump&apos;s administration have resigned.",INTC,Larry Summers: CEOs who stay on Trump councils are on the wrong side of history,https://finance.yahoo.com/news/larry-summers-ceos-stay-trump-170650926.html?.tsrc=rss
